name,ph_seq,ph_dur,ph_num,note_seq,note_dur,note_slur
Careless_Whisper_seg000,SP ay m n eh v er g aa n ax d ae n s ax g eh n SP,0.959375 0.1010417 0.0395833 0.0791667 0.13125 0.0687216 0.1406533 0.0543581 0.1362671 0.0519416 0.1084748 0.0919786 0.2673966 0.05 0.0862316 0.092935 0.078947 0.2220948 0.0791664 0.4208338,1 1 2 2 2 2 2 3 2 2 1,rest F4+41 G4-15 F#4+5 F#4-46 F4+36 F4+2 D#4+45 F4+47 E4-3 F4-6 E4-38 rest,0.959 0.101 0.119 0.200 0.195 0.188 0.200 0.187 0.216 0.172 0.102 0.200 0.421,0 0 0 0 0 0 0 0 1 0 0 1 0
Careless_Whisper_seg001,SP g ih l t iy f iy t hh ae v SP,0.4208338 0.1345942 0.2049888 0.0395832 0.1413692 0.2077096 0.1306124 0.141142 0.0239372 0.0149664 0.1100552 0.0972008 0.1340488,1 1 3 2 3 2 1,rest F#3+48 F4-5 G#4-39 D#4+35 F4-36 F#4+17 D#4-7 rest,0.421 0.135 0.165 0.221 0.219 0.120 0.180 0.207 0.134,0 0 0 1 0 1 0 0 0
Careless_Whisper_seg002,SP g aa t n ow r ih dh ax m AP dh ow ih t s iy z iy t uw p r ih t eh n d SP,0.1340488 0.0713932 0.2983984 0.0291672 0.2461308 0.294494 0.1018776 0.3043084 0.108844 0.15102 0.1433252 0.5302076 0.0498232 0.1501768 0.1104176 0.0895824 0.0516376 0.3464848 0.094784 0.2820872 0.1251704 0.278004 0.111416 0.019792 0.0906248 0.109232 0.220976 0.069792 0.05 0.31048,1 1 3 2 2 2 2 1 3 2 2 3 2 3 1,rest G4+49 G#4-41 G4-45 F#4-36 F4+38 D#4+13 rest F4+34 G4-9 F#4-44 F4+15 E4-12 F#4-34 F4-42 E4+8 rest,0.134 0.071 0.315 0.259 0.396 0.413 0.294 0.580 0.150 0.252 0.441 0.407 0.167 0.243 0.200 0.341 0.310,0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
Careless_Whisper_seg003,SP ay n ow y uw r n aa t ax f uw l SP,0.31048 0.1301448 0.0648664 0.2445088 0.1093752 0.1916656 0.0791672 0.1068032 0.4036136 0.0291664 0.0802088 0.1754464 0.8651784 0.1791664 0.1,1 1 1 2 3 2 2 2 1,rest E4+41 E4+42 E4-48 F4+38 F4-40 F4-10 E4-9 E4+15 rest,0.310 0.130 0.065 0.195 0.159 0.378 0.433 0.256 1.044 0.100,0 0 0 0 1 0 0 0 0 0
Careless_Whisper_seg004,SP AP ay sh uh dx ax v n ow SP,0.1 0.524136 0.065448 0.1581336 0.1160992 0.038096 0.0793368 0.0791672 0.069792 0.1593744 0.7361424,1 1 1 1 2 3 1 1,rest rest G4-43 F4+49 G#4-15 G4+43 F#4+4 rest,0.100 0.524 0.065 0.158 0.154 0.228 0.159 0.736,0 0 0 0 0 0 0 0
Careless_Whisper_seg005,SP ay n ow y uh r n aa t ax f uw l AP ay sh uh dx ax v n ow n b eh dx er dh ae n t uw jh iy dx ah f r eh n d SP,0.7361424 0.1742736 0.0538416 0.186784 0.069792 0.130208 0.0791664 0.1667024 0.3541312 0.0436016 0.0657728 0.1714144 1.0213152 0.157272 0.4802064 0.05 0.1624112 0.1271728 0.0116 0.098816 0.0697936 0.098056 0.172776 0.1 0.0959344 0.172816 0.0076816 0.163152 0.039584 0.120832 0.0697936 0.0674096 0.0825904 0.1391776 0.3555552 0.0299344 0.0565824 0.1593744 0.0291664 0.2 0.1 0.0791664 0.0604176,1 1 1 2 3 2 2 2 1 2 2 3 3 2 2 3 2 2 3 3 1,rest F4-49 F4-46 F4-36 F#4-50 F#4-10 E4+41 C#4+45 E4+40 rest A#3+22 G4+39 G4+14 F#4+43 F#4+46 F#4+33 F#4-46 F#4-8 F#4+8 F4-10 E4+44 rest,0.736 0.174 0.054 0.257 0.376 0.398 0.237 0.218 0.960 0.480 0.212 0.139 0.267 0.369 0.180 0.203 0.258 0.222 0.385 0.245 0.379 0.060,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Careless_Whisper_seg006,SP AP ae n w ey s t dh ah ch ae n s dh ae t ay d b ih n g ih v ax n SP,0.0604176 0.3197904 0.110416 0.05 0.040072 0.2109712 0.1291664 0.0593744 0.0585392 0.169616 0.2226752 0.2106288 0.0395824 0.079168 0.0284432 0.1215568 0.0395824 0.4 0.190624 0.0677392 0.2739296 0.0593744 0.0902768 0.3388896 0.0865104 0.13328 0.109376 0.140624,1 1 1 2 4 2 4 2 3 3 2 2 1,rest rest D#4-42 D#4-20 F4-42 rest F4-17 F#4-15 D4+16 G#4-47 A4-44 rest F#4+43 F4+45 D#4+44 rest,0.060 0.320 0.110 0.090 0.139 0.319 0.392 0.358 0.161 0.210 0.190 0.258 0.424 0.425 0.243 0.141,0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
Careless_Whisper_seg007,SP AP s ow ay m n eh v er g aa n ax d ae n s ax g eh n AP dh ax w ey ay d ae n s w ih dh SP,0.140624 0.319792 0.0987392 0.1512624 0.170832 0.0593744 0.065696 0.14368 0.0662992 0.1149504 0.0732576 0.1454912 0.061312 0.1095232 0.094104 0.29548 0.0197904 0.069792 0.090624 0.089584 0.2510416 0.229168 0.319792 0.05 0.219648 0.0689344 0.2416288 0.3499936 0.0832096 0.2507904 0.0576704 0.0791648 0.059376 0.290624 0.089584 0.1291648,1 1 1 1 3 2 2 2 2 3 2 2 2 2 1 2 4 2 1,rest rest F4+5 F4+35 F#4+12 F#4+3 F#4+2 F#4-46 F4+12 E4-11 F#4-2 F4-49 E4+48 rest D#4+44 F4-47 F4+50 F4-34 D#4+48 F#4-12 rest,0.141 0.320 0.099 0.151 0.296 0.210 0.188 0.207 0.204 0.165 0.220 0.180 0.480 0.370 0.289 0.242 0.240 0.194 0.447 0.380 0.129,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
Careless_Whisper_seg008,SP y uw uw SP,0.1291648 0.0500032 0.8403328 1.5002912 0.619792,1 1 1 1 1,rest F4-3 F4-7 F#4+9 E4+46 F#4-13 E4-38 rest,0.129 0.050 0.231 0.610 0.210 0.440 0.850 0.620,0 0 0 1 0 1 1 0
Careless_Whisper_seg009,SP AP ow SP,0.619792 0.3895808 0.4906272 0.080208,1 1 1 1,rest rest D4-40 E4-1 D4-43 rest,0.620 0.390 0.181 0.150 0.160 0.080,0 0 0 1 1 0
Careless_Whisper_seg010,SP w ow SP,0.080208 0.0401344 1.0994464 1.5,1 1 1 1,rest B3+38 C4-49 D4-12 rest,0.080 0.040 0.210 0.890 1.500,0 0 0 1 0
Careless_Whisper_seg012,SP t ay SP,0.3391264 0.201008 0.3594112 0.3395808,1 1 1 1,rest D#4-38 E4+4 rest,0.339 0.201 0.359 0.340,0 0 0 0
Careless_Whisper_seg013,SP k ae n eh v er SP,0.3395808 0.1236864 0.216944 0.1952992 0.5651104 0.1206016 0.2481536 0.190624,1 1 2 2 1 1,rest G#3-19 A#3-4 A#3+43 C#4-40 B3+41 D4-12 rest,0.340 0.124 0.267 0.146 0.686 0.119 0.129 0.191,0 0 0 1 0 0 1 0
Careless_Whisper_seg014,SP m eh n d SP,0.190624 0.2147392 0.4654688 0.3998336 0.070752 1.0085856,1 1 3 1,rest G#3-12 A#3-3 G#3+42 rest,0.191 0.215 0.325 0.611 1.009,0 0 0 1 0
Careless_Whisper_seg015,SP AP dx ax k eh r l eh s w ih s p er SP,1.0085856 0.5802016 0.106 0.0637952 0.2981088 0.4811744 0.11656 0.1628064 0.1121856 0.2 0.0869088 0.273504 0.159376 0.1938816 0.3259072 0.7316896,1 1 1 2 3 3 3 1 1,rest rest A3-35 A3-16 F4+47 G4-6 F#4+45 D4-10 F4-49 rest E4+32 rest,1.009 0.580 0.106 0.362 0.183 0.577 0.283 0.116 0.454 0.173 0.326 0.732,0 0 0 0 0 1 0 1 0 1 0 0
Careless_Whisper_seg016,SP ah SP,0.7316896 0.1659808 0.6231616,1 1 1,rest G3+3 rest,0.732 0.166 0.623,0 0 0
Careless_Whisper_seg017,SP v ax SP,0.6231616 0.0593792 0.4185952 0.341824,1 1 1 1,rest G3-48 G#3+11 rest,0.623 0.059 0.419 0.342,0 0 0 0
Careless_Whisper_seg018,SP g uh d AP f r eh n d AP t uw dh ax hh aa r t ax m ay n d SP,0.341824 0.0593728 0.4406272 0.0791616 0.2406272 0.0791712 0.0417536 0.2467104 0.312576 0.0593728 0.5 0.123968 0.1354112 0.0564288 0.0748128 0.1395872 0.2104192 0.0593728 0.109376 0.0499968 0.1541728 0.6958304 0.15 0.1 0.0958912,1 1 2 3 3 2 2 2 3 2 3 1,rest G3-41 G3-13 rest F#3-47 rest D3+0 F3+17 F#3+7 A#3-45 A#3-6 B3-3 rest,0.342 0.059 0.520 0.362 0.619 0.624 0.192 0.214 0.379 0.204 0.235 0.711 0.096,0 0 0 0 0 0 0 0 0 0 0 1 0
Careless_Whisper_seg020,SP ih g n er r ax n s ih z k ay n d AP dh eh r z n ow k ah m f er t SP,0.263488 0.0340512 0.059376 0.089344 0.1200256 0.0697984 0.20104 0.029168 0.165904 0.044512 0.1197888 0.1128032 0.9486592 0.1791648 0.119792 0.5593728 0.0614912 0.160384 0.123968 0.094784 0.0761856 0.2238144 0.2052224 0.2156096 0.0593728 0.115488 0.2241024 0.0395776 0.1898368,1 1 2 2 3 3 3 2 4 2 3 2 1,rest E3+39 E3+6 E3+31 F3+13 G3+42 C#4+46 C4-1 rest B3+1 B3+46 rest A3-1 B3-7 B3+47 rest,0.263 0.034 0.149 0.190 0.396 0.277 0.661 0.587 0.621 0.455 0.227 0.202 0.128 0.263 0.264 0.190,0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
Careless_Whisper_seg021,SP ih n dh ax tr uw th AP p ey n ih z ao l y uw f ay n d AP ay m n eh v er g aa n ax d ae n s ax g eh n AP g ih l t iy f ih t hh ae v SP,0.1898368 0.0371776 0.3136128 0.034688 0.1297088 0.1751872 0.434336 0.105248 0.4802048 0.069792 0.7724224 0.0829952 0.2758336 0.145024 0.9143552 0.1697856 0.1500032 0.1208384 0.1851584 0.5637952 0.1499968 0.0197952 0.2863616 0.1042688 0.0499968 0.066144 0.1036416 0.0596288 0.1112064 0.073376 0.1370432 0.0291648 0.1104192 0.0875392 0.2926592 0.050016 0.0863488 0.073024 0.0807232 0.3088512 0.169792 0.3906304 0.1216512 0.1387648 0.1161088 0.152384 0.2321984 0.1514752 0.1269952 0.0500032 0.0198272 0.0801728 0.1 0.1010432,1 1 2 2 2 2 2 2 3 2 3 1 3 2 2 2 2 3 2 2 2 3 2 3 2 1,rest B3+40 C4-44 B3+5 A#3-41 rest C4-38 F#4+7 F4+5 F4+41 F4+44 A#4-17 F#4+17 G4-1 G4-2 F#4-5 F4-15 G4-10 F#4-47 D#4-6 rest G4-17 G4-14 F#4-33 F#4-12 F4+43 D#4+39 F4-14 E4-41 E4-5 rest E4+47 G4-39 G4-50 D#4-11 G4-40 E4-1 rest,0.190 0.037 0.348 0.305 0.540 0.550 0.110 0.180 0.150 0.415 0.421 0.394 0.190 0.410 0.160 0.080 0.306 0.254 0.160 0.320 0.286 0.220 0.163 0.185 0.166 0.198 0.201 0.228 0.154 0.479 0.512 0.168 0.100 0.140 0.384 0.197 0.180 0.101,0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
Careless_Whisper_seg022,SP g aa t n ow r ih dh ax m AP dh ow ih t s iy z iy t uw p r iy t eh n d SP,0.1010432 0.0791616 0.3604224 0.0197888 0.2721088 0.3081024 0.096448 0.3431296 0.0791616 0.1708416 0.1524288 0.427776 0.0615552 0.1478208 0.0802112 0.0999936 0.0556608 0.3378688 0.1206336 0.2462592 0.133792 0.3065856 0.0965824 0.0224128 0.0708352 0.1335104 0.2175232 0.0593856 0.0791616 0.1418944,1 1 3 2 2 2 2 1 3 2 2 3 2 3 1,rest G#4+33 G#4+15 G4-25 F#4-14 F#4-49 E4+2 rest F#4-10 F#4+13 F#4-13 F#4-5 F#4-12 D#4-9 F#4-3 E4+3 E4+37 rest,0.101 0.079 0.450 0.203 0.405 0.422 0.323 0.489 0.148 0.236 0.234 0.224 0.380 0.156 0.270 0.204 0.356 0.142,0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0
Careless_Whisper_seg023,SP AP ay n ow y uh r n aa t ax f uw l SP,0.1418944 0.2734656 0.1460288 0.0612224 0.1773888 0.1 0.1802112 0.0895808 0.1371776 0.3638656 0.0291648 0.0802112 0.1648512 1.092064 0.1722496 0.1708352,1 1 1 1 2 3 2 2 2 1,rest rest E4-38 E4+7 E4-44 F4+38 F4+41 E4-47 F#4-9 F4+5 rest E4-46 C#4+38 D#4+40 D4+49 rest,0.142 0.273 0.146 0.061 0.147 0.130 0.190 0.217 0.393 0.080 0.165 0.085 0.110 0.660 0.409 0.171,0 0 0 0 0 1 0 1 0 0 1 0 1 1 1 0
Careless_Whisper_seg024,SP AP ay sh uh dx ax v n ow n b eh dx er dh ah n t uw jh iy dx ax f r eh n d SP,0.1708352 0.3535168 0.066272 0.1545856 0.1652096 0.0197888 0.1208384 0.0791616 0.0626176 0.1780096 0.1197888 0.0895872 0.230208 0.0132544 0.1471616 0.0291648 0.1104128 0.0488512 0.0313024 0.1198528 0.1413632 0.3278912 0.0204096 0.0915904 0.1291648 0.0359424 0.2140544 0.109376 0.0499968 0.160416,1 1 1 1 2 3 3 2 2 3 2 2 3 3 1,rest rest E4-39 E4+48 A4+0 G4-8 G4-4 F#4+10 F#4-7 F4+37 F#4+14 F#4-14 F4+39 F#4-9 F#4-1 F4-47 E4-2 rest,0.171 0.354 0.066 0.155 0.085 0.100 0.263 0.167 0.220 0.130 0.114 0.176 0.191 0.261 0.348 0.257 0.373 0.160,0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0
Careless_Whisper_seg025,SP AP ae n w ey SP,0.160416 0.4239744 0.0572672 0.0791808 0.0593728 0.0976064 0.070752,1 1 1 2 1 1,rest rest D#4-44 E4+1 F4+3 rest,0.160 0.424 0.057 0.139 0.098 0.071,0 0 0 0 0 0
Careless_Whisper_seg027,SP dh ah ch ae n s dh ae t ay v b ih n g ih v ax n SP,0.1197952 0.0381952 0.2362816 0.1682496 0.2093568 0.039584 0.0895872 0.0424256 0.106528 0.0558336 0.4045824 0.2489536 0.0657472 0.2457152 0.109376 0.0798208 0.3503872 0.079168 0.120832 0.0197888 0.169792,1 1 2 4 2 3 3 2 2 1,rest F4-44 E4+48 G4-43 E4-15 G4-34 A4+34 rest G4-41 F#4+37 F#4-47 E4+42 rest,0.120 0.038 0.405 0.381 0.162 0.194 0.230 0.295 0.255 0.180 0.430 0.141 0.170,0 0 0 0 0 0 1 1 0 1 0 0 0
Careless_Whisper_seg028,SP AP s ow ay m n eh v er g aa n ax d ae n s ax g eh n SP,0.169792 0.2802112 0.1081664 0.1314176 0.1708288 0.0395904 0.0568 0.1432 0.0590656 0.1409344 0.0613312 0.149088 0.0391296 0.100448 0.1126976 0.2883328 0.0395968 0.0734336 0.0859392 0.1 0.269792 0.1093696 0.0784256,1 1 1 1 3 2 2 2 2 3 2 2 1,rest rest D#4+34 C#4+48 G4-50 F#4+35 F#4-7 F#4-10 F4-42 F4+41 F4-47 E4-3 rest,0.170 0.280 0.108 0.131 0.267 0.202 0.202 0.188 0.213 0.401 0.186 0.379 0.078,0 0 0 0 0 0 0 0 0 0 0 0 0
Careless_Whisper_seg029,SP AP dh ax w ey ay d ae n s w ih dh AP y uw uw SP,0.0784256 0.2819904 0.0536256 0.1265856 0.0593728 0.2604224 0.2895808 0.1053056 0.2571904 0.0291776 0.1197888 0.0373824 0.2626176 0.0791616 0.3802112 0.1 0.8433088 1.37648 1.9802112,1 1 1 2 1 2 4 2 2 1 1 1,rest rest E4-35 E4-37 E4+10 F4+47 E4-8 F4-1 rest F4-2 F#4+41 F4+35 rest,0.078 0.282 0.054 0.186 0.260 0.395 0.444 0.342 0.480 0.139 0.704 1.376 1.980,0 0 0 0 0 0 0 0 0 0 1 0 0
Careless_Whisper_seg030,SP AP t ax n ay t dh ax m y uw z ih k s iy m z s ow l aw d AP ay w ih sh dh ae t w iy k uh d l uw z dh ih s k r aw d AP m ey b iy SP,1.9802112 0.4802112 0.0533504 0.0466496 0.19552 0.2357312 0.0291648 0.142816 0.1363456 0.0963136 0.1432704 0.160416 0.125792 0.2140608 0.1007808 0.1354944 0.3655424 0.079168 0.039584 0.1020992 0.1583168 0.0961088 0.5028416 0.0197952 0.4093248 0.1313024 0.0593728 0.1114624 0.109376 0.0334016 0.176864 0.0303616 0.1056896 0.3432704 0.150144 0.2602496 0.0191296 0.1278912 0.503008 0.0499712 0.096 0.2133952 0.0697856 0.1406272 0.1217728 0.3584448 0.0291584 0.2708352 0.0785216 0.3412672 0.0569152 0.4024576 0.2,1 1 1 2 3 3 2 3 4 2 2 1 2 3 3 2 3 3 4 2 2 2 1 1,rest rest D4+9 D4-13 A#4-44 C5-50 A4-45 A4-3 G#4+9 G4-13 rest G#4+10 A4+0 G#4+47 G#4-9 G4+42 F4-15 rest D4-2 C5-35 A#4+5 A4+0 G4+43 G#4+48 G4+48 G4-41 E4-4 A4-45 A#4+6 A4-48 G#4+0 G#4-35 G4-8 E4+36 rest D4-39 A4-15 F#4+7 G4-6 rest,1.980 0.480 0.053 0.242 0.164 0.244 0.226 0.150 0.286 0.244 0.206 0.144 0.220 0.223 0.254 0.233 0.290 0.409 0.191 0.254 0.056 0.257 0.123 0.200 0.170 0.220 0.187 0.133 0.170 0.346 0.424 0.122 0.178 0.210 0.349 0.131 0.100 0.167 0.402 0.200,0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 1 0 1 0 0 1 1 0 0
Careless_Whisper_seg031,SP ih t s b eh dx er ih s w ey AP w iy d hh er t iy ch ax dh er w ih dh ax th ih ng z w iy w aa n t uw s ey AP w iy k uh d hh ae v b iy n s ow g uh d t ax g eh dh er SP,0.2 0.0812544 0.0593728 0.039584 0.137056 0.4129472 0.0600704 0.1899264 0.1802048 0.2197952 0.0890048 0.2912 0.330208 0.0388928 0.1017408 0.0291776 0.1062592 0.1460608 0.039424 0.1082368 0.12352 0.1566912 0.0419456 0.1382656 0.0653568 0.0742144 0.1040256 0.0959808 0.1094592 0.0613824 0.0499968 0.0791616 0.0434688 0.0721152 0.124 0.3114624 0.0291648 0.039232 0.051392 0.2429312 0.456032 0.2197888 0.0262272 0.0935616 0.1572352 0.1740224 0.0197888 0.0197888 0.1895872 0.0697856 0.1342784 0.28656 0.069792 0.1602048 0.2491648 0.1462912 0.3849536 0.0291648 0.0992704 0.0601088 0.1244608 0.1765888 0.0669504 0.3424256 0.0895744,1 1 3 2 1 3 1 2 3 2 2 2 2 2 2 4 2 3 2 1 2 2 3 3 3 2 3 2 2 1 1,rest F4+28 F4+11 A4-45 A4-10 G#4+5 G4-2 rest F4+9 F#4-34 E4-10 F#4-2 E4-10 F4-3 D#4+39 F#4-1 E4+0 F#4+8 G#4+5 A4+4 rest D#4+44 B4-34 A4+2 A4-2 G4-1 A4+1 G#4+50 G#4-13 E4+46 rest,0.200 0.081 0.236 0.473 0.190 0.489 0.291 0.369 0.237 0.185 0.232 0.199 0.204 0.178 0.205 0.234 0.196 0.380 0.294 0.456 0.246 0.251 0.214 0.394 0.517 0.395 0.513 0.185 0.244 0.342 0.090,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
