name,ph_seq,ph_dur,ph_num,note_seq,note_dur,note_slur
Call_Me_Maybe_seg012,SP AP s ow k ao l m iy m ey b iy SP,0.1895808 0.2406272 0.1685312 0.151264 0.1293472 0.1887712 0.0329184 0.0627776 0.1268064 0.1160512 0.2433216 0.0464736 0.3337376 0.497552,1 1 1 2 3 2 2 1 1,rest rest G#4-19 G#4-15 A#4+18 A#4-48 G#4+37 G#4-6 rest,0.190 0.241 0.169 0.281 0.284 0.243 0.290 0.334 0.498,0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg013,SP ih t s hh aa r d t uw l uh k r ay t AP ae t y uw b ey b iy AP b ah t hh ih r z m ay n ah m b er SP,0.497552 0.203488 0.1 0.079168 0.079168 0.1020832 0.029168 0.0291616 0.1253888 0.0350304 0.052384 0.0986592 0.1697888 0.079168 0.7 0.1 0.3860544 0.1337376 0.1697888 0.0395872 0.080208 0.1311008 0.6793152 0.0819072 0.2576768 0.3010432 0.0446816 0.1251072 0.029168 0.1266784 0.1115616 0.0628032 0.05 0.0705312 0.1690496 0.05 0.1395808 0.1 0.0395872 0.2604128 0.4395872,1 1 3 4 2 3 2 1 3 2 2 1 2 3 4 2 3 1 1,rest G4-4 rest A3+36 D4+0 G#4-40 rest D#4-40 rest B3+3 D4+40 C5-40 G#4+43 rest G#4+37 C5+40 C#5+1 B4+10 G#4+1 rest,0.498 0.203 0.258 0.286 0.087 0.097 0.250 0.800 0.386 0.343 0.211 0.761 0.258 0.346 0.281 0.295 0.219 0.279 0.260 0.440,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg014,SP s ow k ao l m iy m ey b iy SP,0.4395872 0.1609696 0.1192384 0.140624 0.159376 0.05 0.0586496 0.1423936 0.1157696 0.2238112 0.05 0.259376 0.4,1 1 2 3 2 2 1 1,rest A4-49 G#4+46 rest B4-14 A4+14 A4+2 G#4-14 rest,0.440 0.161 0.099 0.160 0.268 0.258 0.274 0.259 0.400,0 0 0 1 0 0 0 0 0
Call_Me_Maybe_seg015,SP hh ey SP,0.4 0.05 0.240624 0.2680256,1 1 1 1,rest G#4-31 G#4-6 rest,0.400 0.050 0.241 0.268,0 0 0 0
Call_Me_Maybe_seg016,SP ay jh ah s m eh t y uw SP,0.2680256 0.1819744 0.0848064 0.0349824 0.1000032 0.0812288 0.1583552 0.1802048 0.0395872 0.35 0.230208,1 1 1 3 3 1 1,rest B3-6 rest D#4-12 G#4-39 rest D#4-12 rest,0.268 0.182 0.085 0.216 0.149 0.229 0.350 0.230,0 0 0 0 0 1 0 0
Call_Me_Maybe_seg017,SP AP ax n dh ih s k r ey z iy AP b ah hh ih r z m ay n ah m b er SP,0.230208 0.4 0.060416 0.1197888 0.0395872 0.141664 0.15 0.129168 0.019792 0.320832 0.0859072 0.4526368 0.4812512 0.0395808 0.170832 0.079168 0.130208 0.039584 0.0499968 0.0692128 0.1807904 0.0482336 0.1830176 0.0697888 0.0374464 0.4010976 0.160416,1 1 1 2 4 2 1 2 2 4 2 3 1 1,rest rest A#3+49 B3-40 C4+0 C5-40 G#4-12 rest G4+1 C5-37 C#5-42 A#4+45 G#4-1 rest,0.230 0.400 0.060 0.159 0.441 0.407 0.453 0.521 0.250 0.289 0.229 0.290 0.401 0.160,0 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg018,SP AP s ow k ao l m iy m ey b iy AP ae n d ao l dh iy ah dh er b oy z AP tr ay t uw ch ey s m iy AP b ah t hh ih r z m ay n ah m b er SP,0.160416 0.310416 0.119792 0.119792 0.15 0.1812512 0.0395808 0.0654944 0.1240928 0.1353248 0.2136288 0.0625632 0.258272 0.3848096 0.1745664 0.119792 0.2317184 0.1809536 0.091152 0.0195008 0.1172992 0.25 0.0431296 0.019056 0.087072 0.8809472 0.1000032 0.3 0.119792 0.2197888 0.05 0.0802112 0.209376 0.7010368 0.0593792 0.0895872 0.2302016 0.320832 0.0510912 0.1582848 0.0395904 0.0708288 0.181248 0.0291712 0.0499968 0.0504704 0.1693184 0.049728 0.1908992 0.079168 0.0197952 0.3 0.2395776,1 1 1 2 3 2 2 1 1 3 3 1 2 2 2 2 2 2 3 1 2 3 4 2 3 1 1,rest rest G4+44 G4+41 A#4+3 A4+8 A4-43 G#4-10 rest G4-1 A#3+35 D4+35 G4+39 G4-12 D#4-9 rest B3-43 D#4+14 C5+0 A4-40 rest G4+12 C#5-41 C#5+50 C5-4 G#4-49 rest,0.160 0.310 0.120 0.270 0.286 0.259 0.276 0.258 0.385 0.526 0.292 0.117 0.293 0.106 0.981 0.420 0.270 0.290 0.850 0.230 0.372 0.269 0.311 0.219 0.290 0.300 0.240,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg019,SP AP s ow k ao m iy m ey b iy SP,0.2395776 0.3 0.1197952 0.1317184 0.165984 0.2033344 0.0724032 0.138016 0.1175424 0.2324608 0.0670848 0.2866176 0.4650432,1 1 1 2 2 2 2 1 1,rest rest G#4-18 G#4+34 B4+15 A#4+0 A4+3 G#4+6 rest,0.240 0.300 0.120 0.298 0.276 0.256 0.300 0.287 0.465,0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg021,SP y uw t uh k y ao r t ay m w ih dh ax k ao l ay t uh k n ow t ay m w ih dh ax f ao l y uw g ih v m iy n ah th ih ng ae t ao l SP,0.3055424 0.079168 0.1510464 0.0864704 0.0833152 0.139584 0.0500032 0.090624 0.0291648 0.1338368 0.1755328 0.1000064 0.0233216 0.1475136 0.0620096 0.077568 0.2036224 0.4067968 0.0197952 0.3104128 0.0820352 0.058592 0.117376 0.0693888 0.163232 0.1356288 0.223744 0.0900928 0.015872 0.126528 0.0966784 0.1208256 0.1965568 0.4013568 0.0510528 0.1 0.1406208 0.1033408 0.1372864 0.0395776 0.1065856 0.1527936 0.1057088 0.1745024 0.1 0.160416 0.0791616 0.2319488 0.0195008 0.1391808 0.0895808 0.0587648,1 1 2 3 3 3 2 2 2 2 3 2 3 2 2 3 2 3 2 2 2 2 2 1,rest C4-37 C4+8 C4-18 C4-12 C4-17 C4-8 rest C4-15 C4-9 C4+43 C4+3 C4-39 C4+14 A#3-1 C4-11 C4+36 C#4-39 C4-13 C4-36 C4-47 A#3-3 A#3+3 rest,0.306 0.079 0.238 0.273 0.254 0.299 0.210 0.281 0.427 0.392 0.245 0.299 0.330 0.223 0.317 0.552 0.244 0.283 0.259 0.275 0.240 0.251 0.229 0.059,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg023,SP b ah t s t ih l y uh r ih n m ay w ey AP ay b eh g ax n b aa r ow ax n s t iy l AP hh ae f er s ay t ae n ih t s r iy l SP,0.2614528 0.0614528 0.039584 0.1000128 0.0593728 0.069056 0.1319808 0.0593792 0.0791616 0.1406272 0.0791616 0.130208 0.169792 0.1198912 0.2998976 0.0697984 0.2499968 0.378944 0.2314752 0.0593728 0.1208384 0.1207488 0.0896704 0.1697856 0.0382784 0.2315136 0.0848064 0.1547712 0.0697984 0.1 0.1 0.0593216 0.1917248 0.0791616 0.2688064 0.0353728 0.0656064 0.1774784 0.1235712 0.1417408 0.229472 0.0353792 0.2131968 0.0593792 0.1208256 0.0500032 0.1197952 0.0593728 0.2802048 0.0802112 0.8655296,1 1 4 3 2 3 2 1 1 2 2 3 2 1 4 2 2 2 2 2 2 4 2 1,rest A3-33 G#3+11 A#3+49 G#3-12 G#3-6 C#4-1 E4+14 C4-9 rest B3-37 C#4-41 C4+10 C4-11 C4-12 B3-10 C4+42 rest B3+1 C#4-49 C4-41 C4+3 A#3-37 C4-11 C#4-43 rest,0.261 0.061 0.268 0.271 0.220 0.420 0.159 0.211 0.250 0.379 0.291 0.242 0.298 0.316 0.155 0.329 0.271 0.304 0.243 0.265 0.265 0.273 0.350 0.219 0.141 0.866,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Call_Me_Maybe_seg024,SP ay d ih d ax n ow ay w uh d f iy l SP,0.8655296 0.2344704 0.0499968 0.2 0.035264 0.1043264 0.192608 0.1969664 0.2604224 0.069792 0.0484416 0.0817664 0.1294656 0.240128 0.169984 0.5813888,1 1 1 2 2 1 2 3 2 1,rest C4+39 C4+50 C#4-36 C4+18 C4-10 C4-6 A3+48 A#3-4 rest,0.866 0.234 0.050 0.235 0.297 0.197 0.330 0.260 0.410 0.581,0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg025,SP ay d ih d ax n ow ay w uh d f iy l ih t b ah t ih t s ih n m ay w ey AP y ao r s t eh r w aa z hh ow l d ih ng AP r ih p t jh iy n z s k ih w aa sh ow iy ng SP,0.5813888 0.2092416 0.0499968 0.2197952 0.0395776 0.1406272 0.1179712 0.26224 0.2406272 0.0791616 0.0802112 0.039584 0.157696 0.20272 0.29728 0.132928 0.0500032 0.1140096 0.2057792 0.039584 0.130208 0.1499968 0.0564032 0.105056 0.179168 0.109376 0.360416 0.0593792 0.3104128 0.4802112 0.0593728 0.1010432 0.0791616 0.139584 0.1293952 0.201856 0.039584 0.0291648 0.0406272 0.1197888 0.0500032 0.1499968 0.039584 0.06512 0.1161344 0.0593728 0.2406272 0.0291648 0.0802112 0.0499968 0.2197888 0.124768 0.1971072 0.0593728 0.0395904 0.0593728 0.1044224 0.1851648 0.0499968 0.047488 0.1819776 0.210112 0.0769664 0.053248 0.2104128,1 1 1 2 2 1 2 3 2 3 2 3 3 2 1 2 4 3 3 3 2 2 4 5 2 2 1 2 1,rest C4-1 C4+1 C4+9 C4-2 C4-1 C4+37 A#3+13 A#3+41 B3+11 B3+14 A3-46 A3-48 D#4+36 C4-10 rest D#4+37 D#4-39 B3-18 B3-40 A3-30 rest D#4+2 D#4-42 E4+36 C#4+37 B3-45 A3-32 rest,0.581 0.209 0.050 0.259 0.259 0.262 0.320 0.277 0.500 0.297 0.245 0.337 0.394 0.420 0.310 0.540 0.449 0.271 0.210 0.255 0.176 0.270 0.475 0.460 0.235 0.229 0.210 0.130 0.210,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg026,SP hh aa t SP,0.2104128 0.0574208 0.1227904 0.039584 0.1802048,1 1 2 1,rest E4-2 E4+2 rest,0.210 0.057 0.162 0.180,0 0 0 0
Call_Me_Maybe_seg027,SP n ay t SP,0.1802048 0.156064 0.23456 0.109376 0.0802112,1 1 2 1,rest D#4-1 D4+40 rest,0.180 0.156 0.344 0.080,0 0 0 0
Call_Me_Maybe_seg028,SP w ih n w aa z b l ow ih n AP w eh r y uw th ih ng k y uh r g ow ih n b ey b iy AP hh ey SP ay,0.0802112 0.069792 0.120832 0.069792 0.039584 0.0708352 0.069792 0.0791616 0.0499392 0.169856 0.093408 0.0368 0.360416 0.0291648 0.141664 0.0593792 0.079168 0.1104128 0.1408256 0.1393856 0.069792 0.0197888 0.039584 0.0812544 0.0697856 0.0926464 0.1578176 0.18912 0.109376 0.0858624 0.2339264 0.0606464 0.2799808 0.4 0.0593728 0.3208384 0.2234688 0.1859072,1 1 3 4 1 2 2 3 2 4 3 1 3 2 1 2 1 1 1,rest E4-24 D#4+36 C#4-9 A#3+15 A3+43 rest A4+3 A4+8 A4-4 G#4+50 G#4-3 A4-10 A4-8 B4-15 C#5+3 rest G#4-2 rest C4-35,0.080 0.070 0.230 0.270 0.170 0.130 0.390 0.280 0.251 0.269 0.244 0.158 0.189 0.195 0.295 0.280 0.459 0.321 0.223 0.186,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Call_Me_Maybe_seg029,ay jh ah s t m eh t y uw SP,0.1859072 0.079392 0.0320704 0.0791616 0.039584 0.0500032 0.1302016 0.2197952 0.0395776 0.2802112 0.1802112,1 1 4 3 1 1,C4-19 rest C#4+22 A4-44 rest E4-49 rest,0.186 0.079 0.201 0.124 0.266 0.280 0.180,0 0 0 0 1 0 0
Call_Me_Maybe_seg030,SP AP ae n dh ih s k r ey z iy SP,0.1802112 0.3500032 0.1312512 0.1 0.0346048 0.1653952 0.1291584 0.109376 0.0197888 0.313696 0.0959104 0.3903936 0.1802112,1 1 1 2 4 2 1 1,rest rest C4-41 C4-14 C#4-14 rest A#4+6 C#5-7 A4-12 rest,0.180 0.350 0.131 0.135 0.284 0.140 0.140 0.269 0.390 0.180,0 0 0 0 0 1 0 1 0 0
Call_Me_Maybe_seg031,SP AP b ah t hh ih r z m ay n ah m b er SP,0.1802112 0.360416 0.058784 0.1516352 0.0197952 0.1093696 0.1614656 0.0291584 0.0500032 0.0710912 0.1591168 0.0776192 0.1515456 0.1 0.0197888 0.2802112 0.2406272,1 1 1 3 4 2 3 1 1,rest rest G4-6 G4+44 C5+17 D5-8 C#5-41 A4-47 rest,0.180 0.360 0.059 0.281 0.312 0.237 0.271 0.280 0.241,0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg032,SP AP s ow k ao l m iy m ey b iy AP SP,0.2406272 0.280192 0.1480384 0.1311424 0.1423296 0.1587072 0.0500096 0.0698496 0.1395392 0.118624 0.23232 0.0571392 0.2919168 0.3220288 0.138432,1 1 1 2 3 2 2 1 1 1,rest rest A4+30 A4-39 B4-41 A#4-8 A4+19 A4+7 rest rest,0.241 0.280 0.148 0.273 0.279 0.258 0.289 0.292 0.322 0.138,0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg033,SP ih t s hh aa t uw l uh k r ay t AP ae t y uw b ey b iy AP b ah t hh ih r z m ay n ah m er SP,0.138432 0.1801472 0.0593728 0.1 0.1593728 0.1406272 0.139584 0.0604352 0.056032 0.084352 0.1606464 0.0903936 0.6689856 0.0593664 0.4702784 0.1367296 0.1533952 0.0395968 0.0461248 0.1561216 0.767008 0.0693888 0.21136 0.3302016 0.0593728 0.1500032 0.0499968 0.0891968 0.114976 0.037504 0.0791744 0.06768 0.1521152 0.0601216 0.1605504 0.1095296 0.3499904 0.1791616,1 1 3 2 2 3 2 1 3 2 2 1 2 3 4 2 2 1 1,rest G#4+16 rest G#3+42 E4+6 G#4+7 E4-42 rest C4+14 D#4+45 C#5+14 A4+34 rest G4-5 C#5-40 D5+5 C#5-1 A4+4 rest,0.138 0.180 0.319 0.280 0.116 0.335 0.728 0.470 0.330 0.202 0.836 0.211 0.390 0.289 0.299 0.212 0.270 0.350 0.179,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg034,SP AP s ow k ao l m iy m ey b iy SP,0.1791616 0.3208256 0.132672 0.1371328 0.1434752 0.1471552 0.0593664 0.077152 0.122848 0.1064064 0.238432 0.061216 0.233536 0.1157824,1 1 1 2 3 2 2 1 1,rest rest A4+46 A4+8 C5-36 B4-12 A#4-3 A4-8 rest,0.179 0.321 0.133 0.281 0.284 0.229 0.300 0.234 0.116,0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg036,SP hh ey SP,0.1068608 0.0697984 0.1802048 0.3499968,1 1 1 1,rest B4-28 C5+42 rest,0.107 0.070 0.180 0.350,0 0 0 0
Call_Me_Maybe_seg037,SP hh ey SP,0.3499968 0.0706944 0.4095168 0.1173376,1 1 1 1,rest C4+9 E4+35 G#4-2 rest,0.350 0.071 0.169 0.240 0.117,0 0 0 1 0
Call_Me_Maybe_seg038,SP ay jh ah s m eh t y uw SP,0.1173376 0.1920384 0.0848384 0.0464128 0.079168 0.0697984 0.1151616 0.2629376 0.052096 0.2652672 0.2149376,1 1 1 3 3 1 1,rest C4-5 C4+12 F4+0 A#4-9 rest E4-50 rest,0.117 0.192 0.085 0.195 0.130 0.300 0.265 0.215,0 0 0 0 0 1 0 0
Call_Me_Maybe_seg040,SP ae n dh ih z s k r eh SP,0.2957696 0.1104128 0.1197952 0.0395776 0.1041792 0.0291584 0.1291648 0.131456 0.02688 0.1044224 0.0612224,1 1 2 5 1 1,rest C#4+3 C4+42 C4+37 rest A#4+11 rest,0.296 0.110 0.159 0.264 0.156 0.104 0.061,0 0 0 0 1 0 0
Call_Me_Maybe_seg041,SP ey z iy SP,0.0612224 0.1398016 0.1023872 0.371328 0.1602944,1 1 1 1 1,rest C#5-12 G#4-48 A4-38 rest,0.061 0.140 0.102 0.371 0.160,0 0 0 0 0
Call_Me_Maybe_seg043,SP b ah t hh ih r z m ay n ah m b er SP,0.2246144 0.0395776 0.1312512 0.0291712 0.139584 0.1614592 0.0291584 0.0500096 0.0706816 0.1595136 0.0591872 0.1814528 0.0697856 0.0375424 0.4114176 0.3708416,1 1 3 4 2 3 1 1,rest A4+15 A4-7 D5-16 D5-6 C5-3 G#4+42 rest,0.225 0.040 0.300 0.311 0.219 0.289 0.411 0.371,0 0 0 0 0 0 0 0
Call_Me_Maybe_seg044,SP s ow k ao l m iy m ey b iy AP ae n SP,0.3708416 0.11808 0.1235712 0.1478656 0.1500544 0.060416 0.0663808 0.1336192 0.1232 0.2125824 0.0735872 0.2895872 0.5000064 0.181248 0.0593792 0.279872,1 1 2 3 2 2 1 1 2 1,rest G#4+7 A4-39 B4-3 A#4+35 A4+36 A4-15 rest A4-35 rest,0.371 0.118 0.271 0.277 0.257 0.286 0.290 0.500 0.241 0.280,0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg045,SP ao l dh iy ah dh er b oy z AP tr ay t uw SP,0.279872 0.180544 0.0565248 0.0309504 0.1218944 0.2604032 0.0592 0.0304 0.0895744 0.8708352 0.0895872 0.3104128 0.1363968 0.2042368 0.0682112 0.0609536 0.1500032,1 1 2 1 2 2 2 2 2 1 1,rest A#3+37 B3-2 D4+48 G#4+48 rest E4-45 rest B3+46 E4+34 rest,0.280 0.181 0.087 0.122 0.320 0.120 0.960 0.447 0.272 0.061 0.150,0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg046,SP ch ey s m iy AP b ah t hh ih r z m ay n ah m b er SP,0.1500032 0.0768 0.6544384 0.0698112 0.090048 0.208896 0.2802176 0.0595072 0.1404928 0.0395776 0.119936 0.14048 0.0291584 0.0500096 0.0762752 0.1643392 0.0513024 0.1997568 0.0791424 0.0319872 0.3180288 0.5802112,1 1 3 1 2 3 4 2 3 1 1,rest A#4+4 C#5+4 A4+13 rest A4+8 C#5+5 D5+1 C#5+33 A4+10 rest,0.150 0.077 0.814 0.209 0.340 0.300 0.296 0.216 0.311 0.318 0.580,0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg047,SP s ow k ao l m iy m ey b iy SP,0.5802112 0.1174144 0.1112192 0.1911552 0.1604096 0.0593792 0.0601472 0.170048 0.1020672 0.258368 0.0395776 0.2395904 0.230208,1 1 2 3 2 2 1 1,rest A#4+3 A#4-4 C5+8 B4-32 A#4+10 A4-12 rest,0.580 0.117 0.302 0.280 0.272 0.298 0.240 0.230,0 0 0 0 0 0 0 0
